epoch,acc,loss,val_acc,val_loss
0,0.968560270979,0.103529195765,0.969845012474,0.0914171990156
1,0.970954024348,0.0881164307039,0.971670007515,0.084875494194
2,0.972010035165,0.0837577435736,0.972175007057,0.0824101603746
3,0.972657400711,0.0812879657383,0.97295250721,0.0798953988552
4,0.973128078036,0.0796158156687,0.973245012283,0.0786442976475
5,0.973468774344,0.0784171674338,0.973390010071,0.0782964013934
6,0.973729264712,0.0774113851094,0.973810007858,0.0767985643148
7,0.973921487105,0.0766076145063,0.974015008545,0.0762846708536
8,0.974134104893,0.0759864370293,0.974002506447,0.0758380645633
9,0.974293356821,0.0754076969974,0.974322510529,0.075162025857
10,0.974438766438,0.0749149616477,0.974457507133,0.0747296183109
11,0.974602985463,0.0744386593383,0.974470011139,0.074672551775
12,0.974707816355,0.0740485121561,0.974547505283,0.0743573938847
13,0.974835470343,0.0736488780279,0.974647508049,0.0739683476448
14,0.974915044676,0.0733211223641,0.974817506599,0.0735831378818
15,0.975038473468,0.0730190149501,0.975020010757,0.073264773941
16,0.975122696412,0.072720292254,0.974972508812,0.0733158077478
17,0.975200472848,0.0724540733711,0.974842505455,0.0733394639969
18,0.975258594585,0.0721931654842,0.975105005264,0.072756987536
19,0.975333729306,0.0719683813278,0.974975007629,0.0728970622778
20,0.975412034009,0.0717125205128,0.975407505226,0.0723320337772
21,0.975454832459,0.071512990727,0.975167505264,0.0726281908751
22,0.975536731118,0.0712478059258,0.975295008659,0.0721482505679
23,0.975581536941,0.0710627600851,0.975335002136,0.0721584759474
24,0.975600558589,0.070911190886,0.975492500877,0.0719368852258
25,0.975674426322,0.0706729086761,0.975515004539,0.0715770133495
26,0.975765201088,0.070518193873,0.975590006828,0.0715697448969
27,0.975807153276,0.0703674128053,0.975710008049,0.0714689672589
28,0.975835581471,0.0702011819461,0.975560006905,0.0715933598757
29,0.975919275923,0.0700149121975,0.975760003853,0.0711675919175
30,0.975969365933,0.0698498059362,0.975777509117,0.0712665936708
31,0.976010260953,0.0697118142862,0.975757507896,0.0712942556143
32,0.976027486168,0.0695205965745,0.975657507133,0.0711882158756
33,0.976100719381,0.0693762627682,0.975910005379,0.0708545203209
34,0.976121431461,0.0692836399727,0.975850005341,0.070817032361
35,0.976179130733,0.069146263442,0.975955005455,0.0706658350825
36,0.976190965263,0.0689804540311,0.975865008736,0.070966328764
37,0.976226895374,0.0688755841676,0.975947508717,0.0706194162726
38,0.976253948747,0.0687426298244,0.975887508869,0.0704509483099
39,0.97633626943,0.0686135710077,0.975930003548,0.0706008009315
40,0.976366281028,0.0684793487438,0.975997505188,0.0705144778609
41,0.976396503623,0.0683671926903,0.976055002213,0.0701350943804
42,0.976433385007,0.0682625540579,0.975950007725,0.0703632494807
43,0.976473223942,0.0681176617445,0.976190007973,0.0702423816681
44,0.976488546877,0.0680259141831,0.975965009117,0.0703684402466
45,0.976459275308,0.0679396510598,0.975992505455,0.0702058071375
46,0.976555017151,0.0678167750148,0.976310003471,0.0699385264158
47,0.976586085224,0.0676785630521,0.976105003929,0.069975788784
48,0.976628777911,0.0675244321557,0.976142503929,0.0700755179524
49,0.976676226214,0.0674550731727,0.976117506599,0.0698019192815
50,0.976676859767,0.0673440183259,0.976070004368,0.0698401641369
51,0.976703912618,0.0672308482101,0.976157506371,0.0699932498813
52,0.976743646417,0.0671788503174,0.976277504921,0.069640369606
53,0.976778731159,0.0670171305943,0.976220009422,0.0698627364397
54,0.976837909406,0.066931793222,0.976362506294,0.0698340018034
55,0.976822481262,0.0668710708261,0.976142508507,0.0698439823866
56,0.976861157448,0.0667635678284,0.976237504005,0.0699008314252
57,0.97685936073,0.0666561520592,0.976530005264,0.0692855392456
58,0.976880284713,0.0666491001883,0.976302506065,0.0696863119602
59,0.976889689584,0.0666236513714,0.976202506828,0.0695779628992
60,0.976912832563,0.0665152340473,0.976052506065,0.069966172111
61,0.976937878072,0.0663990528688,0.976462507343,0.0693938533068
62,0.976969685874,0.0663085275926,0.976147503853,0.0696483465791
63,0.977058981524,0.0661891707618,0.976317506981,0.0697641132712
64,0.977001705735,0.0661157639706,0.976490007114,0.0695104992032
65,0.977078636991,0.0660048044291,0.976300004387,0.0697051843047
66,0.977069443738,0.0658702905518,0.976242507362,0.069738241446
