epoch,acc,loss,val_acc,val_loss
0,0.964473598422,0.135744421207,0.967292501545,0.118900054789
1,0.967624623271,0.115208708033,0.967807513142,0.107710784054
2,0.968089803567,0.107238841715,0.968117503071,0.102187621927
3,0.968476363264,0.10285174909,0.968435004902,0.0989510385156
4,0.968797404254,0.0998626500173,0.968822510147,0.0965199313045
5,0.969139475211,0.0976614393787,0.969135013199,0.0946146814942
6,0.969428072122,0.0958135097642,0.969505008316,0.0929752970457
7,0.969679581017,0.0943621742225,0.969647508621,0.0917514698505
8,0.969920838983,0.0929511815309,0.969932515335,0.0905854661942
9,0.970126163173,0.0918919957916,0.970187511063,0.0895183337688
10,0.970334977651,0.0908599377926,0.970435002518,0.0886334738255
11,0.970485458745,0.0899642143235,0.970622517776,0.0878679382205
12,0.970682332761,0.0891661765812,0.970817505264,0.0870865510464
13,0.970822352729,0.0884791495549,0.970825011063,0.0867106194496
14,0.970952333006,0.0878187254168,0.971145005226,0.085926754117
15,0.971101757136,0.0872088440885,0.97119500618,0.0853309966087
16,0.971216097341,0.0866997311368,0.971397500038,0.0848071191549
17,0.971371335224,0.0861330126336,0.971502505875,0.084425828433
18,0.971466335953,0.0856764620931,0.97160251255,0.0839309780836
19,0.971588073598,0.0852162538986,0.97172250309,0.0835654666424
20,0.971675888222,0.0848832634335,0.971770005226,0.0831485270977
21,0.971827110739,0.0844065199958,0.97190249424,0.0828453945637
22,0.971877306346,0.0840379906115,0.972005010414,0.0824976724029
23,0.97198234874,0.0837065078742,0.97211501255,0.0821923154235
24,0.972062447318,0.0834341192239,0.972142504311,0.0818729059458
25,0.972152591233,0.083106494141,0.972305018044,0.0815751639843
26,0.972220962269,0.0828352884638,0.972360007668,0.081284154129
27,0.972260590075,0.0825421586121,0.972440009499,0.0810295862675
28,0.972376411149,0.0822229849398,0.972460004616,0.0808206319094
29,0.972443726097,0.0819936555614,0.972480016518,0.0806694345117
30,0.972479019634,0.0817804355684,0.972595006752,0.0803335727215
31,0.972568421119,0.0815064595864,0.972625009155,0.0802418642998
32,0.972615870346,0.0813499036258,0.972802509499,0.0799138705969
33,0.972705059043,0.0810975314814,0.97283500061,0.0798093767166
34,0.972717846636,0.0808863214821,0.972905006409,0.0795392200708
35,0.972805979019,0.0807015091194,0.973032507324,0.0793005694151
36,0.972859980186,0.0805244893022,0.973047506714,0.0791903138518
37,0.972883228428,0.0803573951496,0.973002513123,0.0790552450418
38,0.972944519271,0.0801497703777,0.973067501831,0.0788944385886
39,0.972987846171,0.0799923821072,0.973100013733,0.0788940117478
40,0.973041317581,0.0797938073095,0.973197503662,0.0785612670898
41,0.973092254753,0.0796715808013,0.973152503967,0.0784763597727
42,0.973146043737,0.0794845722872,0.973267514038,0.0783031913042
43,0.973148155677,0.0793891481458,0.973352510071,0.0781425526261
44,0.973205219193,0.0792332064159,0.973370014,0.0780727732182
45,0.973250555658,0.0790689912543,0.973367515564,0.0778891060352
46,0.973276341058,0.07891966063,0.973432504272,0.077771211648
47,0.97330318216,0.0788197833172,0.973495010376,0.0775862645149
48,0.973365530195,0.0786828081497,0.973435006714,0.0776233252525
49,0.973387935081,0.0785456046288,0.973455006409,0.0774793176889
50,0.973435382605,0.0785017218105,0.973547512817,0.0773187618494
51,0.973451125987,0.0783334640348,0.973500009155,0.0772963965178
52,0.97348494005,0.078236474949,0.973547502136,0.0773191287756
53,0.973555426673,0.0780718856238,0.973585014343,0.0770622786164
54,0.973557541982,0.0780051491769,0.97369750576,0.0768719336033
55,0.973592626304,0.0779148347209,0.973590011597,0.0768724766254
56,0.973625807523,0.0777654093189,0.973690007019,0.076736417222
57,0.973661418872,0.0776660072794,0.973685009766,0.0765665308952
58,0.973698088057,0.0775923484656,0.973702510071,0.0765718170762
59,0.973710452943,0.0774601273551,0.973745001221,0.0765754566789
60,0.97375525983,0.0773457982376,0.973727505493,0.0763874148488
61,0.973780728168,0.0772472303513,0.973782504272,0.0762820733905
62,0.973795625981,0.0771882774613,0.973852511597,0.0761724043608
63,0.97385237376,0.0771094853393,0.973857518005,0.076125004518
64,0.97388143746,0.0769861464692,0.97386751461,0.0760444110513
65,0.973877419876,0.0769439329993,0.973990010071,0.0759382361054
66,0.973948328397,0.0768061994624,0.97393500824,0.0759381770492
67,0.973968827029,0.0767410724525,0.973960009766,0.075808665204
68,0.973979291632,0.0766617122163,0.973902503967,0.075847311151
69,0.97400845582,0.0765666601025,0.97409500885,0.0756266544104
70,0.973989753333,0.0765418085561,0.973982507324,0.0756693197012
71,0.974036355094,0.0764729349577,0.974065003967,0.075600344336
72,0.974048400226,0.0763752209149,0.974165007019,0.0754526560545
73,0.974101451495,0.0762703290219,0.974160009766,0.0754007950783
74,0.974116246446,0.0762201802159,0.974097511292,0.07538203969
75,0.974136534344,0.0761173994413,0.974110005188,0.0752857286453
76,0.974145413698,0.0760601053518,0.9741375,0.0752310552359
77,0.974166651803,0.0759815416477,0.974190008545,0.0751161282778
78,0.974191592269,0.0759530420028,0.974175012207,0.075230777061
79,0.974216319447,0.0758650845271,0.974212503052,0.0750734717369
80,0.974235447881,0.0757878048493,0.974207516479,0.0750009703398
81,0.974259645899,0.0757280336953,0.974247505188,0.0748715025187
82,0.974283739935,0.0756142717483,0.974260003662,0.0748756376743
83,0.974285324722,0.0755849456822,0.974265005493,0.0748884762526
84,0.974304662144,0.0754801590234,0.974242511559,0.0747607770562
85,0.974328757051,0.0754630622904,0.974352505493,0.0746879357815
86,0.97434524547,0.0754293188648,0.974385009766,0.0746096238613
87,0.974349576676,0.0753497300502,0.974290008545,0.0746750038147
88,0.974394804208,0.075291801954,0.974372506714,0.0746151775002
89,0.974384238011,0.075205015832,0.974332511902,0.0745704746008
90,0.974430523933,0.0751559856181,0.974342506409,0.0745026548266
91,0.974413826642,0.075156079418,0.974417504883,0.0744379578829
92,0.974478712274,0.0750858634678,0.974390002441,0.0744092772007
93,0.974457366009,0.0749663433517,0.974457516479,0.0742741902113
94,0.974495409133,0.0749430144993,0.974480004883,0.0743105630517
95,0.974550253803,0.0748994617779,0.974475006104,0.0742768074989
96,0.974535457969,0.0748285863726,0.974520005798,0.0742469079494
97,0.974531863852,0.0747946235835,0.97446000824,0.0742037897229
98,0.974549301799,0.0747241174627,0.974524996948,0.0741005115986
99,0.974518656241,0.0747048114323,0.974510011292,0.074118913579
100,0.974615030644,0.0746398412852,0.974535006714,0.0740832964182
101,0.974614715006,0.0745821391467,0.974517516136,0.0740983460665
102,0.974609854076,0.0745154177248,0.974512506104,0.0740170903087
103,0.974640923964,0.0744475268722,0.974542506409,0.0738758873105
104,0.974653708062,0.0744087505279,0.974625015831,0.0738836607099
105,0.974627184761,0.0743899478582,0.974607507324,0.0738857209682
106,0.974651173573,0.0743677588432,0.974670010948,0.0738069460154
107,0.974714684841,0.0742406881458,0.974617500877,0.0738449672461
